player,shot,runs,balls,known_control_balls,controlled_balls,uncontrolled_balls,boundaries,dots,dismissals,strike_rate,control_pct,false_shot_pct,boundary_pct,dot_pct
Riyan Parag,Sweep Shot,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Riyan Parag,Square Drive,3,5,5,3,2,0,2,1,60.0,60.0,40.0,0.0,40.0
Riyan Parag,Defended,1,10,10,6,4,0,9,1,10.0,60.0,40.0,0.0,90.0
Riyan Parag,Upper Cut,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Riyan Parag,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Riyan Parag,Leg Glance,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Riyan Parag,Left Alone,0,5,5,5,0,0,5,0,0.0,100.0,0.0,0.0,100.0
Robin Minz,Cover Drive,4,2,2,1,1,1,1,1,200.0,50.0,50.0,50.0,50.0
Robin Minz,On Drive,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Robin Minz,Slog Shot,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Rohit Sharma,Unknown,35,26,0,0,0,6,11,1,134.62,,,23.08,42.31
Rohit Sharma,Cover Drive,24,7,7,6,1,4,1,0,342.86,85.71,14.29,57.14,14.29
Rohit Sharma,Slog Shot,19,6,6,3,3,3,1,1,316.67,50.0,50.0,50.0,16.67
Rohit Sharma,On Drive,15,7,7,6,1,2,0,0,214.29,85.71,14.29,28.57,0.0
Rohit Sharma,Pull,12,5,5,3,2,2,1,0,240.0,60.0,40.0,40.0,20.0
Rohit Sharma,Flick,10,13,13,12,1,0,4,0,76.92,92.31,7.69,0.0,30.77
Rohit Sharma,Square Drive,10,2,2,2,0,2,0,0,500.0,100.0,0.0,100.0,0.0
Rohit Sharma,Steered,5,3,3,3,0,1,1,0,166.67,100.0,0.0,33.33,33.33
Rohit Sharma,Sweep Shot,4,2,2,1,1,1,1,1,200.0,50.0,50.0,50.0,50.0
Rohit Sharma,Cut Shot,3,4,4,4,0,0,1,0,75.0,100.0,0.0,0.0,25.0
Rohit Sharma,Push,0,4,4,4,0,0,4,0,0.0,100.0,0.0,0.0,100.0
Rohit Sharma,Defended,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Rohit Sharma,Dab,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Romario Shepherd,Unknown,14,8,0,0,0,2,2,0,175.0,,,25.0,25.0
Romario Shepherd,On Drive,11,7,7,6,1,1,1,0,157.14,85.71,14.29,14.29,14.29
Romario Shepherd,Slog Shot,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Romario Shepherd,Straight Drive,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Romario Shepherd,Push,4,7,7,6,1,0,3,0,57.14,85.71,14.29,0.0,42.86
Romario Shepherd,Cut Shot,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Romario Shepherd,Leg Glance,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Romario Shepherd,Flick,2,4,4,2,2,0,2,1,50.0,50.0,50.0,0.0,50.0
Romario Shepherd,Sweep Shot,2,2,2,0,2,0,1,1,100.0,0.0,100.0,0.0,50.0
Romario Shepherd,Pull,1,2,2,1,1,0,1,1,50.0,50.0,50.0,0.0,50.0
Romario Shepherd,Cover Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Romario Shepherd,Hook,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Romario Shepherd,Defended,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Romario Shepherd,Square Drive,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Rovman Powell,Slog Shot,23,8,8,4,4,4,3,0,287.5,50.0,50.0,50.0,37.5
Rovman Powell,Flick,18,17,17,12,5,1,5,0,105.88,70.59,29.41,5.88,29.41
Rovman Powell,Pull,18,14,14,4,10,2,6,1,128.57,28.57,71.43,14.29,42.86
Rovman Powell,Cover Drive,17,9,9,6,3,3,3,0,188.89,66.67,33.33,33.33,33.33
Rovman Powell,On Drive,14,10,10,6,4,1,2,1,140.0,60.0,40.0,10.0,20.0
Rovman Powell,Paddle Sweep,9,3,3,3,0,2,0,0,300.0,100.0,0.0,66.67,0.0
Rovman Powell,Straight Drive,5,3,3,2,1,1,1,0,166.67,66.67,33.33,33.33,33.33
Rovman Powell,Leg Glance,5,2,2,1,1,1,0,0,250.0,50.0,50.0,50.0,0.0
Rovman Powell,Cut Shot,4,4,4,2,2,1,3,0,100.0,50.0,50.0,25.0,75.0
Rovman Powell,Push,3,6,6,4,2,0,3,0,50.0,66.67,33.33,0.0,50.0
Rovman Powell,Steered,3,5,5,5,0,0,2,0,60.0,100.0,0.0,0.0,40.0
Rovman Powell,Dab,2,4,4,4,0,0,2,0,50.0,100.0,0.0,0.0,50.0
Rovman Powell,Defended,0,4,4,2,2,0,4,0,0.0,50.0,50.0,0.0,100.0
Rovman Powell,Slog Sweep,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Ruturaj Gaikwad,Flick,48,36,36,32,4,2,7,0,133.33,88.89,11.11,5.56,19.44
Ruturaj Gaikwad,On Drive,40,26,26,22,4,5,4,0,153.85,84.62,15.38,19.23,15.38
Ruturaj Gaikwad,Unknown,34,31,0,0,0,4,13,2,109.68,,,12.9,41.94
Ruturaj Gaikwad,Pull,29,12,12,9,3,5,2,0,241.67,75.0,25.0,41.67,16.67
Ruturaj Gaikwad,Cover Drive,21,14,14,11,3,5,8,0,150.0,78.57,21.43,35.71,57.14
Ruturaj Gaikwad,Hook,12,3,3,2,1,2,1,0,400.0,66.67,33.33,66.67,33.33
Ruturaj Gaikwad,Cut Shot,10,16,16,10,6,1,10,1,62.5,62.5,37.5,6.25,62.5
Ruturaj Gaikwad,Slog Sweep,10,4,4,2,2,2,2,2,250.0,50.0,50.0,50.0,50.0
Ruturaj Gaikwad,Square Drive,9,8,8,8,0,1,3,0,112.5,100.0,0.0,12.5,37.5
Ruturaj Gaikwad,Slog Shot,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Ruturaj Gaikwad,Leg Glance,5,3,3,2,1,1,1,0,166.67,66.67,33.33,33.33,33.33
Ruturaj Gaikwad,Sweep Shot,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Ruturaj Gaikwad,Push,4,13,13,8,5,0,9,1,30.77,61.54,38.46,0.0,69.23
Ruturaj Gaikwad,Dab,4,5,5,5,0,0,1,0,80.0,100.0,0.0,0.0,20.0
Ruturaj Gaikwad,Steered,4,5,5,5,0,0,1,0,80.0,100.0,0.0,0.0,20.0
Ruturaj Gaikwad,Straight Drive,2,2,2,1,1,0,1,1,100.0,50.0,50.0,0.0,50.0
Ruturaj Gaikwad,Defended,1,8,8,6,2,0,7,0,12.5,75.0,25.0,0.0,87.5
Ruturaj Gaikwad,Upper Cut,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Ruturaj Gaikwad,Left Alone,0,4,4,4,0,0,4,0,0.0,100.0,0.0,0.0,100.0
Ryan Rickelton,Pull,77,27,26,18,8,12,3,1,285.19,69.23,30.77,44.44,11.11
Ryan Rickelton,On Drive,43,24,24,23,1,4,2,1,179.17,95.83,4.17,16.67,8.33
Ryan Rickelton,Slog Sweep,37,9,9,7,2,6,2,1,411.11,77.78,22.22,66.67,22.22
Ryan Rickelton,Cover Drive,28,22,22,17,5,5,14,0,127.27,77.27,22.73,22.73,63.64
Ryan Rickelton,Flick,24,12,12,10,2,3,2,0,200.0,83.33,16.67,25.0,16.67
Ryan Rickelton,Slog Shot,24,8,8,3,5,4,2,0,300.0,37.5,62.5,50.0,25.0
Ryan Rickelton,Cut Shot,13,11,11,8,3,2,4,0,118.18,72.73,27.27,18.18,36.36
Ryan Rickelton,Unknown,11,19,0,0,0,2,14,2,57.89,,,10.53,73.68
Ryan Rickelton,Straight Drive,11,4,4,4,0,2,1,0,275.0,100.0,0.0,50.0,25.0
Ryan Rickelton,Square Drive,10,6,6,5,1,2,2,0,166.67,83.33,16.67,33.33,33.33
Ryan Rickelton,Sweep Shot,10,3,3,2,1,2,1,1,333.33,66.67,33.33,66.67,33.33
Ryan Rickelton,Push,2,8,8,7,1,0,6,0,25.0,87.5,12.5,0.0,75.0
Ryan Rickelton,Steered,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Ryan Rickelton,Hook,2,2,2,1,1,0,0,0,100.0,50.0,50.0,0.0,0.0
Ryan Rickelton,Leg Glance,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Ryan Rickelton,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Ryan Rickelton,Defended,0,5,5,4,1,0,5,0,0.0,80.0,20.0,0.0,100.0
Ryan Rickelton,Reverse Sweep,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Sahil Parakh,Cover Drive,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Sahil Parakh,Defended,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Sai Sudharsan,Flick,66,55,55,50,5,5,14,0,120.0,90.91,9.09,9.09,25.45
Sai Sudharsan,Cover Drive,57,29,29,21,8,12,10,1,196.55,72.41,27.59,41.38,34.48
Sai Sudharsan,Pull,47,31,31,22,9,6,11,5,151.61,70.97,29.03,19.35,35.48
Sai Sudharsan,Cut Shot,46,35,35,26,9,6,11,1,131.43,74.29,25.71,17.14,31.43
Sai Sudharsan,On Drive,34,16,16,14,2,5,5,1,212.5,87.5,12.5,31.25,31.25
Sai Sudharsan,Steered,27,13,13,12,1,5,2,0,207.69,92.31,7.69,38.46,15.38
Sai Sudharsan,Sweep Shot,24,7,7,4,3,5,2,1,342.86,57.14,42.86,71.43,28.57
Sai Sudharsan,Upper Cut,14,4,4,3,1,3,1,0,350.0,75.0,25.0,75.0,25.0
Sai Sudharsan,Slog Sweep,12,2,2,2,0,2,0,0,600.0,100.0,0.0,100.0,0.0
Sai Sudharsan,Square Drive,11,9,9,9,0,1,3,0,122.22,100.0,0.0,11.11,33.33
Sai Sudharsan,Unknown,11,3,3,2,1,2,0,0,366.67,66.67,33.33,66.67,0.0
Sai Sudharsan,Push,9,12,12,9,3,1,6,1,75.0,75.0,25.0,8.33,50.0
Sai Sudharsan,Dab,9,10,10,9,1,0,1,0,90.0,90.0,10.0,0.0,10.0
Sai Sudharsan,Hook,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Sai Sudharsan,Ramp,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Sai Sudharsan,Straight Drive,4,3,3,3,0,1,2,0,133.33,100.0,0.0,33.33,66.67
Sai Sudharsan,Leg Glance,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Sai Sudharsan,Slog Shot,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Sai Sudharsan,Defended,0,8,8,5,3,0,8,0,0.0,62.5,37.5,0.0,100.0
Sai Sudharsan,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Salil Arora,Unknown,46,33,0,0,0,7,14,2,139.39,,,21.21,42.42
Salil Arora,Pull,18,7,7,4,3,3,2,1,257.14,57.14,42.86,42.86,28.57
Salil Arora,Flick,13,6,6,4,2,2,3,1,216.67,66.67,33.33,33.33,50.0
Salil Arora,On Drive,7,2,2,2,0,1,0,0,350.0,100.0,0.0,50.0,0.0
Salil Arora,Square Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Salil Arora,Push,3,3,3,3,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Salil Arora,Cover Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Salil Arora,Cut Shot,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Salil Arora,Hook,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Salil Arora,Slog Shot,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Salil Arora,Defended,0,3,3,1,2,0,3,1,0.0,33.33,66.67,0.0,100.0
Sameer Rizvi,Unknown,137,88,0,0,0,19,31,3,155.68,,,21.59,35.23
Sameer Rizvi,Pull,20,7,7,4,3,3,1,0,285.71,57.14,42.86,42.86,14.29
Sameer Rizvi,Flick,12,8,8,6,2,1,3,0,150.0,75.0,25.0,12.5,37.5
Sameer Rizvi,Ramp,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Sameer Rizvi,Square Drive,4,4,4,1,3,0,2,1,100.0,25.0,75.0,0.0,50.0
Sameer Rizvi,Hook,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Sameer Rizvi,Late Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Sameer Rizvi,Leg Glance,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Sameer Rizvi,Sweep Shot,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Sameer Rizvi,Cover Drive,3,6,6,4,2,0,4,1,50.0,66.67,33.33,0.0,66.67
Sameer Rizvi,Cut Shot,3,4,4,3,1,0,2,0,75.0,75.0,25.0,0.0,50.0
Sameer Rizvi,Steered,3,4,4,4,0,0,1,0,75.0,100.0,0.0,0.0,25.0
Sameer Rizvi,On Drive,3,3,3,3,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Sameer Rizvi,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Sameer Rizvi,Slog Shot,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Sameer Rizvi,Defended,0,5,5,4,1,0,5,1,0.0,80.0,20.0,0.0,100.0
Sameer Rizvi,Push,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Sameer Rizvi,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Sanju Samson,Unknown,126,60,1,1,0,21,11,2,210.0,100.0,0.0,35.0,18.33
Sanju Samson,Pull,30,11,11,7,4,5,2,0,272.73,63.64,36.36,45.45,18.18
Sanju Samson,Square Drive,24,9,9,9,0,5,0,0,266.67,100.0,0.0,55.56,0.0
Sanju Samson,Cover Drive,23,14,14,7,7,4,6,1,164.29,50.0,50.0,28.57,42.86
Sanju Samson,Cut Shot,23,14,14,8,6,4,5,3,164.29,57.14,42.86,28.57,35.71
Sanju Samson,Flick,21,17,17,16,1,2,6,0,123.53,94.12,5.88,11.76,35.29
Sanju Samson,On Drive,20,19,19,14,5,2,5,0,105.26,73.68,26.32,10.53,26.32
Sanju Samson,Slog Shot,12,6,6,2,4,2,4,2,200.0,33.33,66.67,33.33,66.67
Sanju Samson,Steered,9,7,7,6,1,1,1,0,128.57,85.71,14.29,14.29,14.29
Sanju Samson,Hook,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Sanju Samson,Straight Drive,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Sanju Samson,Leg Glance,5,3,3,2,1,1,1,0,166.67,66.67,33.33,33.33,33.33
Sanju Samson,Push,4,6,6,5,1,0,2,0,66.67,83.33,16.67,0.0,33.33
Sanju Samson,Dab,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Sanju Samson,Defended,1,15,15,10,5,0,14,0,6.67,66.67,33.33,0.0,93.33
Sanju Samson,Slog Sweep,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Sanju Samson,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Sanju Samson,Sweep Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Sarfaraz Khan,Pull,43,14,14,10,4,8,2,1,307.14,71.43,28.57,57.14,14.29
Sarfaraz Khan,Flick,26,12,12,8,4,5,5,0,216.67,66.67,33.33,41.67,41.67
Sarfaraz Khan,Unknown,25,19,0,0,0,3,5,1,131.58,,,15.79,26.32
Sarfaraz Khan,Steered,17,5,5,5,0,4,0,0,340.0,100.0,0.0,80.0,0.0
Sarfaraz Khan,Cut Shot,11,7,7,6,1,2,3,0,157.14,85.71,14.29,28.57,42.86
Sarfaraz Khan,Slog Shot,10,6,6,1,5,2,4,2,166.67,16.67,83.33,33.33,66.67
Sarfaraz Khan,On Drive,10,5,5,3,2,2,1,1,200.0,60.0,40.0,40.0,20.0
Sarfaraz Khan,Cover Drive,6,4,4,2,2,1,1,0,150.0,50.0,50.0,25.0,25.0
Sarfaraz Khan,Slog Sweep,5,3,3,2,1,1,1,1,166.67,66.67,33.33,33.33,33.33
Sarfaraz Khan,Ramp,4,2,2,2,0,1,1,0,200.0,100.0,0.0,50.0,50.0
Sarfaraz Khan,Sweep Shot,2,5,5,1,4,0,3,1,40.0,20.0,80.0,0.0,60.0
Sarfaraz Khan,Push,1,6,6,3,3,0,5,0,16.67,50.0,50.0,0.0,83.33
Sarfaraz Khan,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Sarfaraz Khan,Defended,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Sarfaraz Khan,Dab,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Sarfaraz Khan,Late Cut,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Shahbaz Ahmed,Cut Shot,5,3,3,2,1,1,1,0,166.67,66.67,33.33,33.33,33.33
Shahbaz Ahmed,Flick,3,3,3,3,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shahbaz Ahmed,Push,2,3,3,1,2,0,1,0,66.67,33.33,66.67,0.0,33.33
Shahbaz Ahmed,On Drive,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shahbaz Ahmed,Pull,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shahbaz Ahmed,Cover Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shahbaz Ahmed,Steered,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Shardul Thakur,Unknown,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Shardul Thakur,On Drive,2,4,4,2,2,0,2,1,50.0,50.0,50.0,0.0,50.0
Shardul Thakur,Straight Drive,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Shardul Thakur,Slog Shot,1,3,3,0,3,0,2,0,33.33,0.0,100.0,0.0,66.67
Shardul Thakur,Flick,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Shardul Thakur,Pull,1,2,2,0,2,0,1,1,50.0,0.0,100.0,0.0,50.0
Shardul Thakur,Cover Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shardul Thakur,Cut Shot,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shardul Thakur,Push,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shardul Thakur,Defended,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Shardul Thakur,Sweep Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Shashank Singh,Unknown,16,9,0,0,0,2,1,0,177.78,,,22.22,11.11
Shashank Singh,Pull,13,4,4,3,1,2,1,1,325.0,75.0,25.0,50.0,25.0
Shashank Singh,On Drive,8,7,7,2,5,1,2,0,114.29,28.57,71.43,14.29,28.57
Shashank Singh,Flick,8,5,5,4,1,1,1,0,160.0,80.0,20.0,20.0,20.0
Shashank Singh,Cover Drive,7,4,4,1,3,1,1,0,175.0,25.0,75.0,25.0,25.0
Shashank Singh,Straight Drive,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Shashank Singh,Steered,4,2,2,1,1,1,1,1,200.0,50.0,50.0,50.0,50.0
Shashank Singh,Paddle Sweep,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Shashank Singh,Leg Glance,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Shashank Singh,Slog Shot,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shashank Singh,Sweep Shot,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Sherfane Rutherford,Pull,24,5,5,4,1,4,1,0,480.0,80.0,20.0,80.0,20.0
Sherfane Rutherford,On Drive,20,9,9,8,1,2,0,0,222.22,88.89,11.11,22.22,0.0
Sherfane Rutherford,Cover Drive,16,6,6,4,2,3,3,1,266.67,66.67,33.33,50.0,50.0
Sherfane Rutherford,Slog Shot,15,5,5,2,3,2,1,0,300.0,40.0,60.0,40.0,20.0
Sherfane Rutherford,Flick,8,6,6,3,3,1,1,0,133.33,50.0,50.0,16.67,16.67
Sherfane Rutherford,Unknown,6,12,0,0,0,1,9,2,50.0,,,8.33,75.0
Sherfane Rutherford,Sweep Shot,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Sherfane Rutherford,Cut Shot,5,6,6,2,4,1,4,1,83.33,33.33,66.67,16.67,66.67
Sherfane Rutherford,Push,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Sherfane Rutherford,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Sherfane Rutherford,Dab,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Shimron Hetmyer,Flick,22,17,16,11,5,2,5,2,129.41,68.75,31.25,11.76,29.41
Shimron Hetmyer,Pull,18,10,10,7,3,2,1,0,180.0,70.0,30.0,20.0,10.0
Shimron Hetmyer,On Drive,9,5,5,4,1,1,1,0,180.0,80.0,20.0,20.0,20.0
Shimron Hetmyer,Hook,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Shimron Hetmyer,Square Drive,5,3,3,2,1,1,1,0,166.67,66.67,33.33,33.33,33.33
Shimron Hetmyer,Cover Drive,4,4,4,4,0,0,1,0,100.0,100.0,0.0,0.0,25.0
Shimron Hetmyer,Slog Shot,3,4,4,0,4,0,2,2,75.0,0.0,100.0,0.0,50.0
Shimron Hetmyer,Cut Shot,3,3,3,3,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shimron Hetmyer,Defended,1,6,6,6,0,0,5,0,16.67,100.0,0.0,0.0,83.33
Shimron Hetmyer,Push,1,4,4,4,0,0,3,0,25.0,100.0,0.0,0.0,75.0
Shimron Hetmyer,Steered,0,3,3,1,2,0,3,1,0.0,33.33,66.67,0.0,100.0
Shimron Hetmyer,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Shivam Dube,Unknown,41,26,0,0,0,5,6,1,157.69,,,19.23,23.08
Shivam Dube,Pull,26,14,14,8,6,4,3,1,185.71,57.14,42.86,28.57,21.43
Shivam Dube,On Drive,25,17,17,14,3,3,4,1,147.06,82.35,17.65,17.65,23.53
Shivam Dube,Flick,20,12,12,10,2,2,1,0,166.67,83.33,16.67,16.67,8.33
Shivam Dube,Slog Shot,11,7,7,2,5,2,2,2,157.14,28.57,71.43,28.57,28.57
Shivam Dube,Cover Drive,7,6,6,4,2,1,2,0,116.67,66.67,33.33,16.67,33.33
Shivam Dube,Straight Drive,6,4,4,4,0,1,3,0,150.0,100.0,0.0,25.0,75.0
Shivam Dube,Slog Sweep,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Shivam Dube,Cut Shot,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Shivam Dube,Square Drive,2,2,2,1,1,0,1,0,100.0,50.0,50.0,0.0,50.0
Shivam Dube,Steered,1,4,4,2,2,0,3,0,25.0,50.0,50.0,0.0,75.0
Shivam Dube,Push,1,3,3,3,0,0,2,0,33.33,100.0,0.0,0.0,66.67
Shivam Dube,Left Alone,0,4,4,4,0,0,4,0,0.0,100.0,0.0,0.0,100.0
Shivam Dube,Defended,0,3,3,2,1,0,3,0,0.0,66.67,33.33,0.0,100.0
Shivam Dube,Leg Glance,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Shivam Dube,Upper Cut,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Shivang Kumar,Unknown,12,8,0,0,0,2,4,1,150.0,,,25.0,50.0
Shivang Kumar,Ramp,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Shivang Kumar,Square Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Shivang Kumar,Cut Shot,1,2,2,1,1,0,1,1,50.0,50.0,50.0,0.0,50.0
Shivang Kumar,On Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Shivang Kumar,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Shivang Kumar,Hook,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Shivang Kumar,Slog Shot,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Shreyas Iyer,Unknown,135,68,0,0,0,19,11,1,198.53,,,27.94,16.18
Shreyas Iyer,Pull,40,16,16,14,2,5,2,0,250.0,87.5,12.5,31.25,12.5
Shreyas Iyer,Cover Drive,33,23,23,19,4,4,7,0,143.48,82.61,17.39,17.39,30.43
Shreyas Iyer,Flick,29,21,21,17,4,3,4,1,138.1,80.95,19.05,14.29,19.05
Shreyas Iyer,Hook,16,3,3,2,1,3,0,0,533.33,66.67,33.33,100.0,0.0
Shreyas Iyer,On Drive,10,16,16,11,5,0,7,1,62.5,68.75,31.25,0.0,43.75
Shreyas Iyer,Straight Drive,10,2,2,2,0,2,0,0,500.0,100.0,0.0,100.0,0.0
Shreyas Iyer,Cut Shot,9,10,10,6,4,1,5,1,90.0,60.0,40.0,10.0,50.0
Shreyas Iyer,Slog Shot,8,4,4,2,2,1,1,1,200.0,50.0,50.0,25.0,25.0
Shreyas Iyer,Push,6,7,7,6,1,0,2,0,85.71,85.71,14.29,0.0,28.57
Shreyas Iyer,Square Drive,6,4,4,4,0,1,1,0,150.0,100.0,0.0,25.0,25.0
Shreyas Iyer,Slog Sweep,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Shreyas Iyer,Sweep Shot,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Shreyas Iyer,Steered,5,5,5,3,2,1,3,0,100.0,60.0,40.0,20.0,60.0
Shreyas Iyer,Upper Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Shreyas Iyer,Dab,3,8,8,5,3,0,5,1,37.5,62.5,37.5,0.0,62.5
Shreyas Iyer,Leg Glance,2,3,3,2,1,0,1,0,66.67,66.67,33.33,0.0,33.33
Shreyas Iyer,Defended,0,4,4,2,2,0,4,0,0.0,50.0,50.0,0.0,100.0
Shreyas Iyer,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Shubham Dubey,On Drive,12,5,5,4,1,2,1,1,240.0,80.0,20.0,40.0,20.0
Shubham Dubey,Cover Drive,11,5,5,4,1,2,0,0,220.0,80.0,20.0,40.0,0.0
Shubham Dubey,Pull,10,4,3,2,1,1,0,0,250.0,66.67,33.33,25.0,0.0
Shubham Dubey,Leg Glance,8,2,2,2,0,2,0,0,400.0,100.0,0.0,100.0,0.0
Shubham Dubey,Steered,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
