player,shot,runs,balls,known_control_balls,controlled_balls,uncontrolled_balls,boundaries,dots,dismissals,strike_rate,control_pct,false_shot_pct,boundary_pct,dot_pct
Kagiso Rabada,Push,1,3,3,3,0,0,2,0,33.33,100.0,0.0,0.0,66.67
Kagiso Rabada,Cut Shot,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Kagiso Rabada,Defended,0,6,6,1,5,0,6,0,0.0,16.67,83.33,0.0,100.0
Kagiso Rabada,Slog Shot,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Kartik Sharma,Pull,24,14,14,9,5,3,5,2,171.43,64.29,35.71,21.43,35.71
Kartik Sharma,On Drive,19,12,12,12,0,2,3,0,158.33,100.0,0.0,16.67,25.0
Kartik Sharma,Flick,18,11,11,9,2,2,4,1,163.64,81.82,18.18,18.18,36.36
Kartik Sharma,Cover Drive,18,10,10,10,0,3,4,0,180.0,100.0,0.0,30.0,40.0
Kartik Sharma,Steered,7,5,5,5,0,1,1,0,140.0,100.0,0.0,20.0,20.0
Kartik Sharma,Push,6,8,8,8,0,0,2,0,75.0,100.0,0.0,0.0,25.0
Kartik Sharma,Straight Drive,6,3,3,3,0,1,1,0,200.0,100.0,0.0,33.33,33.33
Kartik Sharma,Ramp,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Kartik Sharma,Cut Shot,4,9,9,4,5,0,5,0,44.44,44.44,55.56,0.0,55.56
Kartik Sharma,Unknown,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Kartik Sharma,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Kartik Sharma,Defended,0,7,7,6,1,0,7,0,0.0,85.71,14.29,0.0,100.0
Kartik Sharma,Slog Sweep,0,3,3,0,3,0,3,2,0.0,0.0,100.0,0.0,100.0
Kartik Sharma,Leg Glance,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Kartik Sharma,Upper Cut,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Kartik Tyagi,Hook,6,1,1,0,1,1,0,0,600.0,0.0,100.0,100.0,0.0
Kartik Tyagi,Flick,4,2,2,1,1,1,1,1,200.0,50.0,50.0,50.0,50.0
Kartik Tyagi,Pull,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Kartik Tyagi,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Kartik Tyagi,On Drive,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Kartik Tyagi,Push,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Kartik Tyagi,Straight Drive,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Karun Nair,Square Drive,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Karun Nair,Cut Shot,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Karun Nair,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Karun Nair,Push,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Krish Bhagat,Flick,2,4,4,2,2,0,2,1,50.0,50.0,50.0,0.0,50.0
Krish Bhagat,On Drive,2,4,4,3,1,0,2,0,50.0,75.0,25.0,0.0,50.0
Krish Bhagat,Pull,2,1,1,0,1,0,0,0,200.0,0.0,100.0,0.0,0.0
Krish Bhagat,Cover Drive,1,5,5,2,3,0,4,0,20.0,40.0,60.0,0.0,80.0
Krish Bhagat,Steered,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Krish Bhagat,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Krish Bhagat,Push,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Krish Bhagat,Cut Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Krish Bhagat,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Krish Bhagat,Unknown,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Krunal Pandya,On Drive,9,5,5,4,1,1,1,1,180.0,80.0,20.0,20.0,20.0
Krunal Pandya,Pull,6,4,4,3,1,1,1,0,150.0,75.0,25.0,25.0,25.0
Krunal Pandya,Slog Shot,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Krunal Pandya,Cut Shot,5,3,3,3,0,1,1,0,166.67,100.0,0.0,33.33,33.33
Krunal Pandya,Slog Sweep,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Krunal Pandya,Straight Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Krunal Pandya,Cover Drive,2,3,3,1,2,0,1,0,66.67,33.33,66.67,0.0,33.33
Krunal Pandya,Dab,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Krunal Pandya,Flick,1,5,5,2,3,0,4,1,20.0,40.0,60.0,0.0,80.0
Krunal Pandya,Push,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Krunal Pandya,Defended,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Krunal Pandya,Upper Cut,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Krunal Pandya,Hook,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Krunal Pandya,Square Drive,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Kuldeep Yadav,Unknown,5,9,0,0,0,0,4,1,55.56,,,0.0,44.44
Kuldeep Yadav,Steered,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Kuldeep Yadav,Flick,1,3,3,1,2,0,2,1,33.33,33.33,66.67,0.0,66.67
Kuldeep Yadav,Square Drive,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Kuldeep Yadav,Defended,0,4,4,3,1,0,4,0,0.0,75.0,25.0,0.0,100.0
Kuldeep Yadav,Reverse Sweep,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Kumar Kushagra,Cover Drive,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Kumar Kushagra,Leg Glance,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Kumar Kushagra,Straight Drive,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Kumar Kushagra,On Drive,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Kumar Kushagra,Pull,2,1,1,1,0,0,0,0,200.0,100.0,0.0,0.0,0.0
Kumar Kushagra,Steered,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Kumar Kushagra,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Kumar Kushagra,Push,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Kumar Kushagra,Slog Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Kumar Kushagra,Slog Sweep,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Kyle Jamieson,Pull,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Kyle Jamieson,Flick,5,4,4,2,2,1,2,0,125.0,50.0,50.0,25.0,50.0
Kyle Jamieson,Cover Drive,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Kyle Jamieson,Push,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Kyle Jamieson,Cut Shot,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Kyle Jamieson,Defended,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Kyle Jamieson,On Drive,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Lhuan-dre Pretorius,Unknown,0,2,0,0,0,0,2,1,0.0,,,0.0,100.0
Liam Livingstone,On Drive,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Liam Livingstone,Flick,3,3,3,2,1,0,1,0,100.0,66.67,33.33,0.0,33.33
Liam Livingstone,Dab,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Liam Livingstone,Cover Drive,2,2,2,1,1,0,1,0,100.0,50.0,50.0,0.0,50.0
Liam Livingstone,Unknown,1,6,1,0,1,0,5,2,16.67,0.0,100.0,0.0,83.33
Liam Livingstone,Pull,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Liam Livingstone,Defended,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Liam Livingstone,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Liam Livingstone,Push,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Liam Livingstone,Square Drive,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Liam Livingstone,Steered,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Lungi Ngidi,Unknown,3,6,0,0,0,0,4,2,50.0,,,0.0,66.67
M Shahrukh Khan,On Drive,8,6,6,5,1,1,1,0,133.33,83.33,16.67,16.67,16.67
M Shahrukh Khan,Cover Drive,7,4,4,3,1,1,1,0,175.0,75.0,25.0,25.0,25.0
M Shahrukh Khan,Pull,6,2,2,1,1,1,1,1,300.0,50.0,50.0,50.0,50.0
M Shahrukh Khan,Slog Shot,6,2,2,1,1,1,1,1,300.0,50.0,50.0,50.0,50.0
M Shahrukh Khan,Push,4,5,5,5,0,0,1,0,80.0,100.0,0.0,0.0,20.0
M Shahrukh Khan,Upper Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
M Shahrukh Khan,Flick,3,4,4,4,0,0,1,0,75.0,100.0,0.0,0.0,25.0
M Shahrukh Khan,Cut Shot,3,2,2,2,0,0,0,0,150.0,100.0,0.0,0.0,0.0
M Shahrukh Khan,Steered,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
M Shahrukh Khan,Defended,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
M Shahrukh Khan,Dab,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
M Shahrukh Khan,Hook,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
M Shahrukh Khan,Straight Drive,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Marco Jansen,Cover Drive,9,5,5,3,2,1,1,1,180.0,60.0,40.0,20.0,20.0
Marco Jansen,Pull,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Marco Jansen,Straight Drive,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Marco Jansen,On Drive,3,5,5,4,1,0,2,0,60.0,80.0,20.0,0.0,40.0
Marco Jansen,Slog Shot,3,2,2,1,1,0,0,0,150.0,50.0,50.0,0.0,0.0
Marco Jansen,Cut Shot,1,3,3,1,2,0,2,1,33.33,33.33,66.67,0.0,66.67
Marco Jansen,Flick,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Marco Jansen,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Marco Jansen,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Marco Jansen,Left Alone,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Marco Jansen,Push,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Marcus Stoinis,Pull,34,9,9,7,2,6,1,1,377.78,77.78,22.22,66.67,11.11
Marcus Stoinis,On Drive,31,15,15,14,1,4,0,0,206.67,93.33,6.67,26.67,0.0
Marcus Stoinis,Cut Shot,15,9,9,8,1,2,1,0,166.67,88.89,11.11,22.22,11.11
Marcus Stoinis,Slog Shot,15,4,4,1,3,3,0,0,375.0,25.0,75.0,75.0,0.0
Marcus Stoinis,Straight Drive,15,4,4,4,0,3,0,0,375.0,100.0,0.0,75.0,0.0
Marcus Stoinis,Unknown,10,5,0,0,0,2,1,0,200.0,,,40.0,20.0
Marcus Stoinis,Cover Drive,8,4,4,2,2,2,2,0,200.0,50.0,50.0,50.0,50.0
Marcus Stoinis,Flick,8,4,4,3,1,1,1,1,200.0,75.0,25.0,25.0,25.0
Marcus Stoinis,Sweep Shot,5,2,2,1,1,1,0,0,250.0,50.0,50.0,50.0,0.0
Marcus Stoinis,Push,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Marcus Stoinis,Steered,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Marcus Stoinis,Dab,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Marcus Stoinis,Paddle Sweep,2,2,2,1,1,0,1,0,100.0,50.0,50.0,0.0,50.0
Marcus Stoinis,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Marcus Stoinis,Defended,0,7,7,6,1,0,7,0,0.0,85.71,14.29,0.0,100.0
Marcus Stoinis,Left Alone,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Marcus Stoinis,Ramp,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Marcus Stoinis,Reverse Sweep,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Matt Henry,Pull,4,3,3,0,3,1,2,1,133.33,0.0,100.0,33.33,66.67
Matt Henry,Slog Shot,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Matt Henry,On Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Matt Henry,Cover Drive,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Matt Henry,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Matt Henry,Flick,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Matt Henry,Push,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Matthew Short,Unknown,34,30,0,0,0,3,8,1,113.33,,,10.0,26.67
Matthew Short,Flick,1,2,2,1,1,0,1,1,50.0,50.0,50.0,0.0,50.0
Matthew Short,Pull,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Matthew Short,Cover Drive,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Matthew Short,Cut Shot,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Matthew Short,Push,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Mayank Yadav,Steered,4,2,2,1,1,1,1,1,200.0,50.0,50.0,50.0,50.0
Mayank Yadav,Cut Shot,1,2,2,1,1,0,1,0,50.0,50.0,50.0,0.0,50.0
Mayank Yadav,Cover Drive,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Mitchell Marsh,Unknown,40,32,0,0,0,5,12,1,125.0,,,15.62,37.5
Mitchell Marsh,On Drive,37,26,26,20,6,4,8,1,142.31,76.92,23.08,15.38,30.77
Mitchell Marsh,Pull,24,19,19,11,8,3,7,2,126.32,57.89,42.11,15.79,36.84
Mitchell Marsh,Cover Drive,20,15,15,12,3,3,5,1,133.33,80.0,20.0,20.0,33.33
Mitchell Marsh,Cut Shot,18,10,10,7,3,3,1,0,180.0,70.0,30.0,30.0,10.0
Mitchell Marsh,Straight Drive,18,6,6,4,2,4,2,2,300.0,66.67,33.33,66.67,33.33
Mitchell Marsh,Slog Sweep,18,5,5,3,2,3,2,1,360.0,60.0,40.0,60.0,40.0
Mitchell Marsh,Flick,14,12,12,10,2,1,1,0,116.67,83.33,16.67,8.33,8.33
Mitchell Marsh,Slog Shot,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Mitchell Marsh,Defended,5,11,11,8,3,1,9,0,45.45,72.73,27.27,9.09,81.82
Mitchell Marsh,Sweep Shot,5,4,4,2,2,1,2,0,125.0,50.0,50.0,25.0,50.0
Mitchell Marsh,Push,3,9,9,8,1,0,6,0,33.33,88.89,11.11,0.0,66.67
Mitchell Marsh,Steered,2,3,3,3,0,0,1,0,66.67,100.0,0.0,0.0,33.33
Mitchell Marsh,Dab,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Mitchell Marsh,Square Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Mitchell Marsh,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Mitchell Marsh,Hook,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Mitchell Santner,Unknown,18,13,0,0,0,2,2,0,138.46,,,15.38,15.38
Mitchell Santner,Upper Cut,4,2,2,1,1,1,1,0,200.0,50.0,50.0,50.0,50.0
Mitchell Santner,On Drive,2,2,2,2,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Mitchell Santner,Pull,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Mitchell Santner,Push,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Mohammed Shami,On Drive,10,2,2,2,0,2,0,0,500.0,100.0,0.0,100.0,0.0
Mohammed Shami,Flick,9,4,4,3,1,1,0,0,225.0,75.0,25.0,25.0,0.0
Mohammed Shami,Pull,6,2,2,1,1,1,1,0,300.0,50.0,50.0,50.0,50.0
Mohammed Shami,Steered,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Mohammed Shami,Upper Cut,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Mohammed Shami,Cover Drive,0,3,3,0,3,0,3,1,0.0,0.0,100.0,0.0,100.0
Mohammed Shami,Slog Shot,0,3,3,0,3,0,3,2,0.0,0.0,100.0,0.0,100.0
Mohammed Shami,Cut Shot,0,2,2,0,2,0,2,0,0.0,0.0,100.0,0.0,100.0
Mohammed Shami,Push,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Mohammed Shami,Unknown,0,1,0,0,0,0,1,1,0.0,,,0.0,100.0
Mohammed Siraj,Defended,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Mohammed Siraj,On Drive,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Mohammed Siraj,Slog Sweep,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Mohsin Khan,Defended,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Mohsin Khan,Cover Drive,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Mohsin Khan,Straight Drive,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Mukul Choudhary,Pull,46,25,25,14,11,7,10,2,184.0,56.0,44.0,28.0,40.0
Mukul Choudhary,Unknown,39,30,2,0,2,5,12,1,130.0,0.0,100.0,16.67,40.0
Mukul Choudhary,On Drive,19,12,12,11,1,2,1,0,158.33,91.67,8.33,16.67,8.33
Mukul Choudhary,Slog Shot,18,7,7,3,4,3,4,1,257.14,42.86,57.14,42.86,57.14
Mukul Choudhary,Flick,8,6,6,2,4,1,3,1,133.33,33.33,66.67,16.67,50.0
Mukul Choudhary,Cover Drive,7,4,4,2,2,1,2,0,175.0,50.0,50.0,25.0,50.0
Mukul Choudhary,Sweep Shot,6,4,4,1,3,1,1,0,150.0,25.0,75.0,25.0,25.0
Mukul Choudhary,Steered,4,4,4,4,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Mukul Choudhary,Paddle Sweep,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Mukul Choudhary,Push,3,6,6,6,0,0,3,0,50.0,100.0,0.0,0.0,50.0
Mukul Choudhary,Dab,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Mukul Choudhary,Cut Shot,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Mukul Choudhary,Left Alone,0,4,4,4,0,0,4,0,0.0,100.0,0.0,0.0,100.0
Mukul Choudhary,Defended,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Naman Dhir,Unknown,78,52,0,0,0,9,12,2,150.0,,,17.31,23.08
Naman Dhir,On Drive,31,19,19,15,4,4,5,2,163.16,78.95,21.05,21.05,26.32
Naman Dhir,Flick,28,18,18,15,3,3,5,0,155.56,83.33,16.67,16.67,27.78
Naman Dhir,Pull,16,15,15,7,8,1,6,1,106.67,46.67,53.33,6.67,40.0
Naman Dhir,Cover Drive,16,14,14,13,1,3,7,0,114.29,92.86,7.14,21.43,50.0
Naman Dhir,Cut Shot,15,10,10,6,4,2,1,0,150.0,60.0,40.0,20.0,10.0
Naman Dhir,Slog Shot,14,8,8,2,6,3,5,3,175.0,25.0,75.0,37.5,62.5
Naman Dhir,Push,9,6,6,4,2,1,1,0,150.0,66.67,33.33,16.67,16.67
Naman Dhir,Straight Drive,6,2,2,1,1,1,0,0,300.0,50.0,50.0,50.0,0.0
Naman Dhir,Square Drive,5,5,5,3,2,1,3,0,100.0,60.0,40.0,20.0,60.0
Naman Dhir,Late Cut,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Naman Dhir,Leg Glance,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Naman Dhir,Ramp,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Naman Dhir,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Naman Dhir,Hook,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Naman Dhir,Steered,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Naman Dhir,Defended,0,3,3,3,0,0,3,0,0.0,100.0,0.0,0.0,100.0
Nandre Burger,Unknown,3,5,0,0,0,0,2,0,60.0,,,0.0,40.0
Nehal Wadhera,Unknown,14,14,0,0,0,1,5,1,100.0,,,7.14,35.71
Nehal Wadhera,On Drive,11,8,8,6,2,1,2,1,137.5,75.0,25.0,12.5,25.0
Nehal Wadhera,Sweep Shot,10,2,2,2,0,2,0,0,500.0,100.0,0.0,100.0,0.0
Nehal Wadhera,Cover Drive,7,7,7,3,4,1,3,2,100.0,42.86,57.14,14.29,42.86
Nehal Wadhera,Slog Shot,6,2,2,0,2,1,1,1,300.0,0.0,100.0,50.0,50.0
Nehal Wadhera,Square Drive,5,2,2,2,0,1,0,0,250.0,100.0,0.0,50.0,0.0
Nehal Wadhera,Reverse Sweep,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Nehal Wadhera,Push,2,4,4,3,1,0,2,1,50.0,75.0,25.0,0.0,50.0
Nehal Wadhera,Cut Shot,2,2,2,2,0,0,1,0,100.0,100.0,0.0,0.0,50.0
Nehal Wadhera,Flick,1,4,4,1,3,0,3,0,25.0,25.0,75.0,0.0,75.0
Nehal Wadhera,Steered,1,2,2,2,0,0,1,0,50.0,100.0,0.0,0.0,50.0
Nehal Wadhera,Paddle Sweep,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Nehal Wadhera,Pull,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Nehal Wadhera,Defended,0,3,3,2,1,0,3,0,0.0,66.67,33.33,0.0,100.0
Nehal Wadhera,Left Alone,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Nehal Wadhera,Dab,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Nehal Wadhera,Slog Sweep,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Nicholas Pooran,On Drive,21,11,11,11,0,2,2,0,190.91,100.0,0.0,18.18,18.18
Nicholas Pooran,Flick,15,13,13,11,2,1,3,0,115.38,84.62,15.38,7.69,23.08
Nicholas Pooran,Cover Drive,15,11,11,9,2,2,5,1,136.36,81.82,18.18,18.18,45.45
Nicholas Pooran,Pull,12,9,9,3,6,2,5,1,133.33,33.33,66.67,22.22,55.56
Nicholas Pooran,Sweep Shot,7,6,6,3,3,1,2,1,116.67,50.0,50.0,16.67,33.33
Nicholas Pooran,Ramp,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Nicholas Pooran,Push,2,9,9,8,1,0,7,1,22.22,88.89,11.11,0.0,77.78
Nicholas Pooran,Cut Shot,2,8,8,3,5,0,6,0,25.0,37.5,62.5,0.0,75.0
Nicholas Pooran,Dab,2,4,4,4,0,0,2,0,50.0,100.0,0.0,0.0,50.0
Nicholas Pooran,Unknown,1,7,0,0,0,0,6,1,14.29,,,0.0,85.71
Nicholas Pooran,Slog Sweep,1,2,2,0,2,0,1,0,50.0,0.0,100.0,0.0,50.0
Nicholas Pooran,Defended,0,12,12,7,5,0,12,0,0.0,58.33,41.67,0.0,100.0
Nicholas Pooran,Left Alone,0,4,4,4,0,0,4,0,0.0,100.0,0.0,0.0,100.0
Nicholas Pooran,Slog Shot,0,2,2,0,2,0,2,2,0.0,0.0,100.0,0.0,100.0
Nicholas Pooran,Leg Glance,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
Nicholas Pooran,Straight Drive,0,1,1,0,1,0,1,1,0.0,0.0,100.0,0.0,100.0
Nishant Sindhu,Pull,8,2,2,2,0,1,0,0,400.0,100.0,0.0,50.0,0.0
Nishant Sindhu,Cover Drive,3,2,2,2,0,0,0,0,150.0,100.0,0.0,0.0,0.0
Nishant Sindhu,Cut Shot,1,2,2,0,2,0,1,1,50.0,0.0,100.0,0.0,50.0
Nishant Sindhu,Dab,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Nishant Sindhu,Left Alone,1,1,1,0,1,0,0,0,100.0,0.0,100.0,0.0,0.0
Nishant Sindhu,On Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Nishant Sindhu,Defended,0,2,2,2,0,0,2,0,0.0,100.0,0.0,0.0,100.0
Nitish Kumar Reddy,On Drive,43,25,25,23,2,5,4,0,172.0,92.0,8.0,20.0,16.0
Nitish Kumar Reddy,Unknown,40,22,0,0,0,5,8,2,181.82,,,22.73,36.36
Nitish Kumar Reddy,Cover Drive,25,15,15,13,2,4,5,1,166.67,86.67,13.33,26.67,33.33
Nitish Kumar Reddy,Pull,25,11,11,8,3,4,2,1,227.27,72.73,27.27,36.36,18.18
Nitish Kumar Reddy,Cut Shot,16,7,7,7,0,3,1,0,228.57,100.0,0.0,42.86,14.29
Nitish Kumar Reddy,Flick,14,12,12,10,2,1,2,0,116.67,83.33,16.67,8.33,16.67
Nitish Kumar Reddy,Slog Shot,14,5,5,3,2,2,1,1,280.0,60.0,40.0,40.0,20.0
Nitish Kumar Reddy,Hook,6,1,1,1,0,1,0,0,600.0,100.0,0.0,100.0,0.0
Nitish Kumar Reddy,Paddle Sweep,4,1,1,1,0,1,0,0,400.0,100.0,0.0,100.0,0.0
Nitish Kumar Reddy,Square Drive,3,3,3,3,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Nitish Kumar Reddy,Push,2,4,4,3,1,0,2,0,50.0,75.0,25.0,0.0,50.0
Nitish Kumar Reddy,Straight Drive,1,1,1,1,0,0,0,0,100.0,100.0,0.0,0.0,0.0
Nitish Kumar Reddy,Defended,0,7,7,3,4,0,7,1,0.0,42.86,57.14,0.0,100.0
Nitish Kumar Reddy,Steered,0,2,2,1,1,0,2,0,0.0,50.0,50.0,0.0,100.0
Nitish Kumar Reddy,Dab,0,1,1,1,0,0,1,0,0.0,100.0,0.0,0.0,100.0
Nitish Kumar Reddy,Ramp,0,1,1,0,1,0,1,0,0.0,0.0,100.0,0.0,100.0
