season,season_year,match_id,start_date,venue,innings,batting_team,opposition,player,balls_faced,actual_runs,expected_runs,runs_above_expected,strike_rate
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",1,Mumbai Indians,Gujarat Titans,Tilak Varma,45,101,66.5,34.5,224.44
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,Ashok Sharma,3,1,3.07,-2.07,33.33
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,Glenn Phillips,8,6,8.13,-2.13,75.0
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,Jos Buttler,6,5,6.15,-1.15,83.33
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,Kagiso Rabada,14,12,13.13,-1.13,85.71
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,M Shahrukh Khan,13,17,14.31,2.69,130.77
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,Mohammed Siraj,3,0,3.08,-3.08,0.0
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,Rahul Tewatia,11,8,12.33,-4.33,72.73
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,Rashid Khan,6,4,5.45,-1.45,66.67
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,Sai Sudharsan,1,0,1.03,-1.03,0.0
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,Shubman Gill,13,14,17.66,-3.66,107.69
2026,2026,1529273,2026-04-20,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Mumbai Indians,Washington Sundar,17,26,22.53,3.47,152.94
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Delhi Capitals,Abhishek Sharma,68,135,123.64,11.36,198.53
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Delhi Capitals,Heinrich Klaasen,13,37,23.52,13.48,284.62
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Delhi Capitals,Ishan Kishan,13,25,18.91,6.09,192.31
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Delhi Capitals,Travis Head,26,37,38.85,-1.85,142.31
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Delhi Capitals,Sunrisers Hyderabad,Ashutosh Sharma,10,14,18.39,-4.39,140.0
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Delhi Capitals,Sunrisers Hyderabad,Axar Patel,3,2,4.27,-2.27,66.67
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Delhi Capitals,Sunrisers Hyderabad,David Miller,1,0,1.11,-1.11,0.0
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Delhi Capitals,Sunrisers Hyderabad,KL Rahul,23,37,32.68,4.32,160.87
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Delhi Capitals,Sunrisers Hyderabad,Kuldeep Yadav,2,1,2.69,-1.69,50.0
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Delhi Capitals,Sunrisers Hyderabad,Lungi Ngidi,1,0,1.27,-1.27,0.0
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Delhi Capitals,Sunrisers Hyderabad,Nitish Rana,30,57,47.08,9.92,190.0
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Delhi Capitals,Sunrisers Hyderabad,Pathum Nissanka,6,8,7.16,0.84,133.33
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Delhi Capitals,Sunrisers Hyderabad,Sameer Rizvi,28,41,43.8,-2.8,146.43
2026,2026,1529274,2026-04-21,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Delhi Capitals,Sunrisers Hyderabad,Tristan Stubbs,16,27,22.61,4.39,168.75
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Rajasthan Royals,Lucknow Super Giants,Dhruv Jurel,1,0,1.06,-1.06,0.0
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Rajasthan Royals,Lucknow Super Giants,Donovan Ferreira,19,20,21.04,-1.04,105.26
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Rajasthan Royals,Lucknow Super Giants,Ravindra Jadeja,29,43,38.89,4.11,148.28
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Rajasthan Royals,Lucknow Super Giants,Riyan Parag,19,20,22.75,-2.75,105.26
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Rajasthan Royals,Lucknow Super Giants,Shimron Hetmyer,18,22,21.18,0.82,122.22
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Rajasthan Royals,Lucknow Super Giants,Shubham Dubey,11,19,13.79,5.21,172.73
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Rajasthan Royals,Lucknow Super Giants,Vaibhav Sooryavanshi,11,8,14.02,-6.02,72.73
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,Rajasthan Royals,Lucknow Super Giants,Yashasvi Jaiswal,12,22,18.65,3.35,183.33
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Aiden Markram,6,0,6.33,-6.33,0.0
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Ayush Badoni,1,0,1.15,-1.15,0.0
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Digvesh Rathi,2,2,1.72,0.28,100.0
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Himmat Singh,15,15,16.11,-1.11,100.0
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Mayank Yadav,5,5,5.56,-0.56,100.0
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Mitchell Marsh,41,55,51.61,3.39,134.15
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Mohammed Shami,4,6,3.82,2.18,150.0
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Mohsin Khan,3,0,2.68,-2.68,0.0
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Mukul Choudhary,3,7,2.76,4.24,233.33
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Nicholas Pooran,25,22,29.83,-7.83,88.0
2026,2026,1529275,2026-04-22,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,Lucknow Super Giants,Rajasthan Royals,Rishabh Pant,3,0,3.49,-3.49,0.0
