phase_group,batter,start_date,match_id,innings,batting_team,bowling_team,ball,own_phase_ball_no,runs_off_bat,cum_runs,leave_one_out_league_sr,cum_runs_above_league_phase_rate,sr_points_above_league_phase,quartile
Death last 5,Ramandeep Singh,2026-04-17,1529268,1,Kolkata Knight Riders,Gujarat Titans,15.4,23,0,40,158.07,3.64,24.08,Q3
Death last 5,Ramandeep Singh,2026-04-17,1529268,1,Kolkata Knight Riders,Gujarat Titans,15.5,24,2,42,158.07,4.06,24.08,Q3
Death last 5,Ramandeep Singh,2026-04-17,1529268,1,Kolkata Knight Riders,Gujarat Titans,15.6,25,1,43,158.07,3.48,24.08,Q3
Death last 5,Ramandeep Singh,2026-04-17,1529268,1,Kolkata Knight Riders,Gujarat Titans,16.1,26,4,47,158.07,5.9,24.08,Q3
Death last 5,Ramandeep Singh,2026-04-17,1529268,1,Kolkata Knight Riders,Gujarat Titans,16.2,27,4,51,158.07,8.32,24.08,Q3
Death last 5,Ramandeep Singh,2026-04-17,1529268,1,Kolkata Knight Riders,Gujarat Titans,16.3,28,0,51,158.07,6.74,24.08,Q3
Death last 5,Rashid Khan,2026-03-31,1527677,1,Gujarat Titans,Punjab Kings,19.11,1,0,0,158.96,-1.59,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,15.1,2,1,1,158.96,-2.18,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,15.3,3,1,2,158.96,-2.77,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,15.6,4,0,2,158.96,-4.36,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,16.2,5,4,6,158.96,-1.95,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,16.3,6,1,7,158.96,-2.54,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,17.1,7,4,11,158.96,-0.13,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,17.2,8,1,12,158.96,-0.72,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,17.5,9,2,14,158.96,-0.31,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,17.6,10,1,15,158.96,-0.9,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,18.1,11,1,16,158.96,-1.49,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,18.4,12,1,17,158.96,-2.08,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,19.3,13,1,18,158.96,-2.67,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,19.5,14,0,18,158.96,-4.25,-38.96,Q1 lowest
Death last 5,Rashid Khan,2026-04-04,1527682,2,Gujarat Titans,Rajasthan Royals,19.6,15,0,18,158.96,-5.84,-38.96,Q1 lowest
Death last 5,Ravi Bishnoi,2026-04-13,1529264,2,Rajasthan Royals,Sunrisers Hyderabad,16.7,1,0,0,158.89,-1.59,-158.89,
Death last 5,Ravi Bishnoi,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,18.5,2,0,0,158.89,-3.18,-158.89,
Death last 5,Ravi Bishnoi,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,18.6,3,0,0,158.89,-4.77,-158.89,
Death last 5,Ravindra Jadeja,2026-04-04,1527682,1,Rajasthan Royals,Gujarat Titans,16.2,1,1,1,159.36,-0.59,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-04,1527682,1,Rajasthan Royals,Gujarat Titans,16.7,2,0,1,159.36,-2.19,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-04,1527682,1,Rajasthan Royals,Gujarat Titans,17.3,3,1,2,159.36,-2.78,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-04,1527682,1,Rajasthan Royals,Gujarat Titans,17.8,4,0,2,159.36,-4.37,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-04,1527682,1,Rajasthan Royals,Gujarat Titans,18.3,5,1,3,159.36,-4.97,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-04,1527682,1,Rajasthan Royals,Gujarat Titans,18.6,6,0,3,159.36,-6.56,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-04,1527682,1,Rajasthan Royals,Gujarat Titans,19.6,7,4,7,159.36,-4.16,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-10,1527689,2,Rajasthan Royals,Royal Challengers Bengaluru,15.2,8,1,8,159.36,-4.75,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-10,1527689,2,Rajasthan Royals,Royal Challengers Bengaluru,15.4,9,1,9,159.36,-5.34,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-10,1527689,2,Rajasthan Royals,Royal Challengers Bengaluru,16.3,10,1,10,159.36,-5.94,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-10,1527689,2,Rajasthan Royals,Royal Challengers Bengaluru,17.2,11,1,11,159.36,-6.53,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-10,1527689,2,Rajasthan Royals,Royal Challengers Bengaluru,17.4,12,1,12,159.36,-7.12,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-13,1529264,2,Rajasthan Royals,Sunrisers Hyderabad,15.1,13,1,13,159.36,-7.72,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-13,1529264,2,Rajasthan Royals,Sunrisers Hyderabad,15.3,14,0,13,159.36,-9.31,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,16.3,15,0,13,159.36,-10.9,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,16.4,16,1,14,159.36,-11.5,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,17.2,17,2,16,159.36,-11.09,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,17.3,18,4,20,159.36,-8.69,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,17.6,19,1,21,159.36,-9.28,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,17.8,20,1,22,159.36,-9.87,-54.6,Q1 lowest
Death last 5,Ravindra Jadeja,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,18.1,21,0,22,159.36,-11.47,-54.6,Q1 lowest
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,15.1,1,4,4,158.29,2.42,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,15.2,2,0,4,158.29,0.83,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,15.3,3,1,5,158.29,0.25,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,15.6,4,2,7,158.29,0.67,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,15.7,5,1,8,158.29,0.09,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,16.1,6,1,9,158.29,-0.5,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,16.5,7,0,9,158.29,-2.08,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,16.6,8,4,13,158.29,0.34,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,17.4,9,1,14,158.29,-0.25,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,17.6,10,1,15,158.29,-0.83,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,18.1,11,1,16,158.29,-1.41,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,18.6,12,1,17,158.29,-1.99,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,19.1,13,0,17,158.29,-3.58,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,19.3,14,1,18,158.29,-4.16,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,19.5,15,4,22,158.29,-1.74,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,19.6,16,2,24,158.29,-1.33,10.28,Q3
Death last 5,Rinku Singh,2026-03-29,1527675,1,Kolkata Knight Riders,Mumbai Indians,19.7,17,1,25,158.29,-1.91,10.28,Q3
Death last 5,Rinku Singh,2026-04-17,1529268,1,Kolkata Knight Riders,Gujarat Titans,15.1,18,0,25,158.29,-3.49,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,15.1,19,6,31,158.29,0.92,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,15.3,20,0,31,158.29,-0.66,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,15.7,21,1,32,158.29,-1.24,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,16.1,22,4,36,158.29,1.18,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,16.3,23,4,40,158.29,3.59,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,16.4,24,1,41,158.29,3.01,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,16.6,25,1,42,158.29,2.43,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,17.1,26,0,42,158.29,0.84,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,17.2,27,0,42,158.29,-0.74,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,17.4,28,0,42,158.29,-2.32,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,17.5,29,1,43,158.29,-2.9,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,18.2,30,1,44,158.29,-3.49,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,18.5,31,1,45,158.29,-4.07,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,19.1,32,4,49,158.29,-1.65,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,19.2,33,4,53,158.29,0.76,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,19.3,34,0,53,158.29,-0.82,10.28,Q3
Death last 5,Rinku Singh,2026-04-19,1529271,2,Kolkata Knight Riders,Rajasthan Royals,19.4,35,6,59,158.29,3.6,10.28,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,15.1,1,4,4,158.42,2.42,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,15.2,2,2,6,158.42,2.83,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,15.3,3,4,10,158.42,5.25,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,15.4,4,2,12,158.42,5.66,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,15.5,5,1,13,158.42,5.08,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,16.5,6,0,13,158.42,3.49,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,16.6,7,1,14,158.42,2.91,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,17.1,8,0,14,158.42,1.33,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,17.2,9,0,14,158.42,-0.26,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,17.3,10,1,15,158.42,-0.84,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,17.6,11,4,19,158.42,1.57,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,18.2,12,2,21,158.42,1.99,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,18.3,13,1,22,158.42,1.4,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,19.1,14,4,26,158.42,3.82,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,19.2,15,4,30,158.42,6.24,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,19.3,16,0,30,158.42,4.65,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,19.4,17,0,30,158.42,3.07,8.24,Q3
Death last 5,Rishabh Pant,2026-04-05,1527683,2,Lucknow Super Giants,Sunrisers Hyderabad,19.5,18,4,34,158.42,5.48,8.24,Q3
Death last 5,Rishabh Pant,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,15.6,19,0,34,158.42,3.9,8.24,Q3
Death last 5,Rishabh Pant,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,16.2,20,1,35,158.42,3.32,8.24,Q3
Death last 5,Rishabh Pant,2026-04-15,1529266,1,Lucknow Super Giants,Royal Challengers Bengaluru,16.6,21,0,35,158.42,1.73,8.24,Q3
Death last 5,Romario Shepherd,2026-04-12,1527693,1,Royal Challengers Bengaluru,Mumbai Indians,19.3,1,1,1,158.84,-0.59,-58.84,
Death last 5,Romario Shepherd,2026-04-12,1527693,1,Royal Challengers Bengaluru,Mumbai Indians,19.5,2,1,2,158.84,-1.18,-58.84,
Death last 5,Romario Shepherd,2026-04-15,1529266,2,Royal Challengers Bengaluru,Lucknow Super Giants,15.1,3,4,6,158.84,1.23,-58.84,
Death last 5,Romario Shepherd,2026-04-18,1529269,1,Royal Challengers Bengaluru,Delhi Capitals,15.3,4,0,6,158.84,-0.35,-58.84,
Death last 5,Romario Shepherd,2026-04-18,1529269,1,Royal Challengers Bengaluru,Delhi Capitals,15.4,5,1,7,158.84,-0.94,-58.84,
Death last 5,Romario Shepherd,2026-04-18,1529269,1,Royal Challengers Bengaluru,Delhi Capitals,15.6,6,0,7,158.84,-2.53,-58.84,
Death last 5,Romario Shepherd,2026-04-18,1529269,1,Royal Challengers Bengaluru,Delhi Capitals,16.3,7,0,7,158.84,-4.12,-58.84,
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,15.1,1,6,6,158.19,4.42,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,15.2,2,0,6,158.19,2.84,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,15.3,3,4,10,158.19,5.25,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,15.4,4,0,10,158.19,3.67,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,15.5,5,1,11,158.19,3.09,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,16.2,6,1,12,158.19,2.51,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,16.5,7,4,16,158.19,4.93,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,16.6,8,6,22,158.19,9.34,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,17.2,9,2,24,158.19,9.76,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,17.3,10,4,28,158.19,12.18,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,17.5,11,1,29,158.19,11.6,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,18.1,12,0,29,158.19,10.02,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,18.5,13,1,30,158.19,9.43,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,18.7,14,1,31,158.19,8.85,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,19.1,15,4,35,158.19,11.27,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,19.3,16,1,36,158.19,10.69,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,19.6,17,0,36,158.19,9.11,16.0,Q3
Death last 5,Rovman Powell,2026-04-09,1527688,1,Kolkata Knight Riders,Lucknow Super Giants,19.7,18,0,36,158.19,7.53,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,15.7,19,1,37,158.19,6.94,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,16.1,20,1,38,158.19,6.36,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,16.3,21,4,42,158.19,8.78,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,16.4,22,0,42,158.19,7.2,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,16.5,23,1,43,158.19,6.62,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,17.2,24,1,44,158.19,6.03,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,17.4,25,1,45,158.19,5.45,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,17.6,26,1,46,158.19,4.87,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,18.4,27,0,46,158.19,3.29,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,18.5,28,0,46,158.19,1.71,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,18.7,29,2,48,158.19,2.12,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,19.6,30,6,54,158.19,6.54,16.0,Q3
Death last 5,Rovman Powell,2026-04-14,1529265,2,Kolkata Knight Riders,Chennai Super Kings,19.7,31,0,54,158.19,4.96,16.0,Q3
Death last 5,Ryan Rickelton,2026-03-29,1527675,2,Mumbai Indians,Kolkata Knight Riders,15.1,1,0,0,158.7,-1.59,-108.7,
Death last 5,Ryan Rickelton,2026-03-29,1527675,2,Mumbai Indians,Kolkata Knight Riders,15.2,2,1,1,158.7,-2.17,-108.7,
Death last 5,Salil Arora,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,18.2,1,0,0,158.98,-1.59,-21.05,Q2
Death last 5,Salil Arora,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,16.5,2,1,1,158.98,-2.18,-21.05,Q2
Death last 5,Salil Arora,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,17.3,3,0,1,158.98,-3.77,-21.05,Q2
Death last 5,Salil Arora,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,17.4,4,0,1,158.98,-5.36,-21.05,Q2
Death last 5,Salil Arora,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,17.5,5,1,2,158.98,-5.95,-21.05,Q2
Death last 5,Salil Arora,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,18.1,6,6,8,158.98,-1.54,-21.05,Q2
Death last 5,Salil Arora,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,18.2,7,0,8,158.98,-3.13,-21.05,Q2
Death last 5,Salil Arora,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,18.3,8,1,9,158.98,-3.72,-21.05,Q2
Death last 5,Salil Arora,2026-04-11,1527690,1,Sunrisers Hyderabad,Punjab Kings,18.5,9,0,9,158.98,-5.31,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,15.6,10,1,10,158.98,-5.9,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,16.1,11,0,10,158.98,-7.49,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,16.3,12,4,14,158.98,-5.08,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,16.4,13,0,14,158.98,-6.67,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,16.5,14,0,14,158.98,-8.26,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,16.6,15,1,15,158.98,-8.85,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,17.1,16,4,19,158.98,-6.44,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,17.2,17,1,20,158.98,-7.03,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,18.1,18,1,21,158.98,-7.62,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,18.5,19,0,21,158.98,-9.21,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,18.6,20,6,27,158.98,-4.8,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,19.8,21,0,27,158.98,-6.39,-21.05,Q2
Death last 5,Salil Arora,2026-04-13,1529264,1,Sunrisers Hyderabad,Rajasthan Royals,19.9,22,6,33,158.98,-1.98,-21.05,Q2
Death last 5,Salil Arora,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,15.3,23,1,34,158.98,-2.57,-21.05,Q2
Death last 5,Salil Arora,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,15.5,24,0,34,158.98,-4.16,-21.05,Q2
Death last 5,Salil Arora,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,15.6,25,0,34,158.98,-5.75,-21.05,Q2
Death last 5,Salil Arora,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,16.2,26,1,35,158.98,-6.34,-21.05,Q2
Death last 5,Salil Arora,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,16.7,27,4,39,158.98,-3.93,-21.05,Q2
Death last 5,Salil Arora,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,17.4,28,1,40,158.98,-4.51,-21.05,Q2
Death last 5,Salil Arora,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,18.1,29,0,40,158.98,-6.1,-21.05,Q2
Death last 5,Sameer Rizvi,2026-04-01,1527678,2,Delhi Capitals,Lucknow Super Giants,15.2,1,1,1,158.18,-0.58,51.82,
Death last 5,Sameer Rizvi,2026-04-01,1527678,2,Delhi Capitals,Lucknow Super Giants,15.4,2,4,5,158.18,1.84,51.82,
Death last 5,Sameer Rizvi,2026-04-01,1527678,2,Delhi Capitals,Lucknow Super Giants,15.5,3,6,11,158.18,6.25,51.82,
Death last 5,Sameer Rizvi,2026-04-01,1527678,2,Delhi Capitals,Lucknow Super Giants,15.6,4,0,11,158.18,4.67,51.82,
Death last 5,Sameer Rizvi,2026-04-01,1527678,2,Delhi Capitals,Lucknow Super Giants,16.5,5,0,11,158.18,3.09,51.82,
Death last 5,Sameer Rizvi,2026-04-01,1527678,2,Delhi Capitals,Lucknow Super Giants,16.6,6,1,12,158.18,2.51,51.82,
Death last 5,Sameer Rizvi,2026-04-01,1527678,2,Delhi Capitals,Lucknow Super Giants,17.1,7,6,18,158.18,6.93,51.82,
Death last 5,Sameer Rizvi,2026-04-04,1527681,2,Delhi Capitals,Mumbai Indians,15.2,8,1,19,158.18,6.35,51.82,
Death last 5,Sameer Rizvi,2026-04-04,1527681,2,Delhi Capitals,Mumbai Indians,16.1,9,2,21,158.18,6.76,51.82,
Death last 5,Sameer Rizvi,2026-04-04,1527681,2,Delhi Capitals,Mumbai Indians,16.2,10,0,21,158.18,5.18,51.82,
