phase_group,batter,start_date,match_id,innings,batting_team,bowling_team,ball,own_phase_ball_no,runs_off_bat,cum_runs,leave_one_out_league_sr,cum_runs_above_league_phase_rate,sr_points_above_league_phase,quartile
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,15.2,1,0,0,158.23,-1.58,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,15.3,2,1,1,158.23,-2.16,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,15.7,3,4,5,158.23,0.25,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,16.2,4,1,6,158.23,-0.33,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,16.4,5,1,7,158.23,-0.91,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,16.6,6,0,7,158.23,-2.49,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,17.2,7,0,7,158.23,-4.08,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,17.3,8,1,8,158.23,-4.66,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,17.5,9,4,12,158.23,-2.24,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,17.6,10,4,16,158.23,0.18,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,18.6,11,6,22,158.23,4.59,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,19.3,12,1,23,158.23,4.01,34.08,Q3
Death last 5,Sanju Samson,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,19.6,13,2,25,158.23,4.43,34.08,Q3
Death last 5,Sarfaraz Khan,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,15.6,1,6,6,157.75,4.42,112.25,
Death last 5,Sarfaraz Khan,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,15.7,2,1,7,157.75,3.85,112.25,
Death last 5,Sarfaraz Khan,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,16.1,3,4,11,157.75,6.27,112.25,
Death last 5,Sarfaraz Khan,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,16.2,4,4,15,157.75,8.69,112.25,
Death last 5,Sarfaraz Khan,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,16.3,5,4,19,157.75,11.11,112.25,
Death last 5,Sarfaraz Khan,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,16.4,6,0,19,157.75,9.54,112.25,
Death last 5,Sarfaraz Khan,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,15.1,7,1,20,157.75,8.96,112.25,
Death last 5,Sarfaraz Khan,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,15.4,8,6,26,157.75,13.38,112.25,
Death last 5,Sarfaraz Khan,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,15.5,9,1,27,157.75,12.8,112.25,
Death last 5,Sarfaraz Khan,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,16.1,10,0,27,157.75,11.23,112.25,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,15.1,1,1,1,158.94,-0.59,-49.85,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,15.3,2,1,2,158.94,-1.18,-49.85,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,15.5,3,1,3,158.94,-1.77,-49.85,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,16.2,4,4,7,158.94,0.64,-49.85,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,16.3,5,1,8,158.94,0.05,-49.85,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,16.5,6,0,8,158.94,-1.54,-49.85,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,16.6,7,1,9,158.94,-2.13,-49.85,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,17.1,8,1,10,158.94,-2.72,-49.85,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,17.5,9,1,11,158.94,-3.3,-49.85,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,18.1,10,0,11,158.94,-4.89,-49.85,
Death last 5,Shahbaz Ahmed,2026-04-01,1527678,1,Lucknow Super Giants,Delhi Capitals,18.2,11,1,12,158.94,-5.48,-49.85,
Death last 5,Shashank Singh,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,17.4,1,2,2,157.56,0.42,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,17.5,2,4,6,157.56,2.85,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,17.6,3,1,7,157.56,2.27,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,18.1,4,4,11,157.56,4.7,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,18.2,5,2,13,157.56,5.12,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,18.4,6,1,14,157.56,4.55,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,16.2,7,1,15,157.56,3.97,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,16.4,8,1,16,157.56,3.4,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,16.6,9,1,17,157.56,2.82,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,17.1,10,1,18,157.56,2.24,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,17.3,11,1,19,157.56,1.67,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,17.6,12,6,25,157.56,6.09,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,18.2,13,1,26,157.56,5.52,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,18.4,14,0,26,157.56,3.94,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,18.5,15,4,30,157.56,6.37,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-19,1529272,1,Punjab Kings,Lucknow Super Giants,16.6,16,6,36,157.56,10.79,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-19,1529272,1,Punjab Kings,Lucknow Super Giants,17.6,17,0,36,157.56,9.22,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-19,1529272,1,Punjab Kings,Lucknow Super Giants,18.8,18,6,42,157.56,13.64,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-19,1529272,1,Punjab Kings,Lucknow Super Giants,18.9,19,4,46,157.56,16.06,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-19,1529272,1,Punjab Kings,Lucknow Super Giants,19.2,20,1,47,157.56,15.49,66.25,Q4 highest
Death last 5,Shashank Singh,2026-04-19,1529272,1,Punjab Kings,Lucknow Super Giants,19.4,21,0,47,157.56,13.91,66.25,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,15.1,1,6,6,157.45,4.43,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,15.2,2,1,7,157.45,3.85,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,15.5,3,0,7,157.45,2.28,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,15.6,4,0,7,157.45,0.7,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,15.7,5,1,8,157.45,0.13,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,16.1,6,2,10,157.45,0.55,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,16.2,7,1,11,157.45,-0.02,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,16.5,8,1,12,157.45,-0.6,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,17.2,9,0,12,157.45,-2.17,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,17.3,10,6,18,157.45,2.25,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,17.4,11,0,18,157.45,0.68,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,17.5,12,6,24,157.45,5.11,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,17.7,13,0,24,157.45,3.53,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,17.9,14,6,30,157.45,7.96,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,18.3,15,4,34,157.45,10.38,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,18.4,16,0,34,157.45,8.81,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,18.5,17,1,35,157.45,8.23,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,18.7,18,1,36,157.45,7.66,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,19.1,19,6,42,157.45,12.08,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,19.3,20,0,42,157.45,10.51,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,19.4,21,6,48,157.45,14.93,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,19.5,22,0,48,157.45,13.36,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,19.7,23,6,54,157.45,17.79,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-12,1527693,2,Mumbai Indians,Royal Challengers Bengaluru,19.8,24,6,60,157.45,22.21,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-16,1529267,1,Mumbai Indians,Punjab Kings,17.4,25,0,60,157.45,20.64,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-16,1529267,1,Mumbai Indians,Punjab Kings,17.5,26,1,61,157.45,20.06,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-16,1529267,1,Mumbai Indians,Punjab Kings,18.3,27,0,61,157.45,18.49,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-16,1529267,1,Mumbai Indians,Punjab Kings,18.4,28,0,61,157.45,16.91,52.89,Q4 highest
Death last 5,Sherfane Rutherford,2026-04-16,1529267,1,Mumbai Indians,Punjab Kings,18.5,29,0,61,157.45,15.34,52.89,Q4 highest
Death last 5,Shimron Hetmyer,2026-04-04,1527682,1,Rajasthan Royals,Gujarat Titans,15.2,1,4,4,158.71,2.41,-25.38,
Death last 5,Shimron Hetmyer,2026-04-04,1527682,1,Rajasthan Royals,Gujarat Titans,15.3,2,0,4,158.71,0.83,-25.38,
Death last 5,Shimron Hetmyer,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,16.1,3,2,6,158.71,1.24,-25.38,
Death last 5,Shimron Hetmyer,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,16.2,4,1,7,158.71,0.65,-25.38,
Death last 5,Shimron Hetmyer,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,16.6,5,2,9,158.71,1.06,-25.38,
Death last 5,Shimron Hetmyer,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,16.7,6,1,10,158.71,0.48,-25.38,
Death last 5,Shimron Hetmyer,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,17.1,7,1,11,158.71,-0.11,-25.38,
Death last 5,Shimron Hetmyer,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,17.7,8,1,12,158.71,-0.7,-25.38,
Death last 5,Shimron Hetmyer,2026-04-19,1529271,1,Rajasthan Royals,Kolkata Knight Riders,18.4,9,0,12,158.71,-2.28,-25.38,
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,15.1,1,2,2,158.28,0.42,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,15.2,2,0,2,158.28,-1.17,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,15.3,3,0,2,158.28,-2.75,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,15.4,4,1,3,158.28,-3.33,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,17.2,5,6,9,158.28,1.09,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,17.3,6,1,10,158.28,0.5,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,17.7,7,1,11,158.28,-0.08,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,18.1,8,4,15,158.28,2.34,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,18.2,9,2,17,158.28,2.75,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,18.3,10,1,18,158.28,2.17,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,18.5,11,4,22,158.28,4.59,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,18.7,12,0,22,158.28,3.01,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,19.3,13,4,26,158.28,5.42,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,19.4,14,0,26,158.28,3.84,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,19.5,15,0,26,158.28,2.26,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,19.6,16,4,30,158.28,4.68,8.39,Q3
Death last 5,Shivam Dube,2026-04-03,1527680,1,Chennai Super Kings,Punjab Kings,19.7,17,4,34,158.28,7.09,8.39,Q3
Death last 5,Shivam Dube,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,17.4,18,1,35,158.28,6.51,8.39,Q3
Death last 5,Shivam Dube,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,18.1,19,4,39,158.28,8.93,8.39,Q3
Death last 5,Shivam Dube,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,18.2,20,0,39,158.28,7.34,8.39,Q3
Death last 5,Shivam Dube,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,18.3,21,0,39,158.28,5.76,8.39,Q3
Death last 5,Shivam Dube,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,18.4,22,2,41,158.28,6.18,8.39,Q3
Death last 5,Shivam Dube,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,18.5,23,1,42,158.28,5.6,8.39,Q3
Death last 5,Shivam Dube,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,19.1,24,6,48,158.28,10.01,8.39,Q3
Death last 5,Shivam Dube,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,19.2,25,1,49,158.28,9.43,8.39,Q3
Death last 5,Shivam Dube,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,19.4,26,4,53,158.28,11.85,8.39,Q3
Death last 5,Shivam Dube,2026-04-11,1527691,1,Chennai Super Kings,Delhi Capitals,19.5,27,1,54,158.28,11.26,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,16.2,28,0,54,158.28,9.68,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,16.3,29,1,55,158.28,9.1,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,17.1,30,1,56,158.28,8.52,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,18.1,31,0,56,158.28,6.93,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,18.2,32,0,56,158.28,5.35,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,18.4,33,4,60,158.28,7.77,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,18.5,34,0,60,158.28,6.19,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,18.8,35,1,61,158.28,5.6,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,19.2,36,2,63,158.28,6.02,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,19.3,37,2,65,158.28,6.44,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,19.4,38,1,66,158.28,5.85,8.39,Q3
Death last 5,Shivam Dube,2026-04-14,1529265,1,Chennai Super Kings,Kolkata Knight Riders,19.6,39,1,67,158.28,5.27,8.39,Q3
Death last 5,Shivam Dube,2026-04-18,1529270,2,Chennai Super Kings,Sunrisers Hyderabad,15.1,40,4,71,158.28,7.69,8.39,Q3
Death last 5,Shivam Dube,2026-04-18,1529270,2,Chennai Super Kings,Sunrisers Hyderabad,15.2,41,2,73,158.28,8.11,8.39,Q3
Death last 5,Shivam Dube,2026-04-18,1529270,2,Chennai Super Kings,Sunrisers Hyderabad,15.3,42,1,74,158.28,7.52,8.39,Q3
Death last 5,Shivam Dube,2026-04-18,1529270,2,Chennai Super Kings,Sunrisers Hyderabad,15.6,43,0,74,158.28,5.94,8.39,Q3
Death last 5,Shivam Dube,2026-04-18,1529270,2,Chennai Super Kings,Sunrisers Hyderabad,16.3,44,1,75,158.28,5.36,8.39,Q3
Death last 5,Shivam Dube,2026-04-18,1529270,2,Chennai Super Kings,Sunrisers Hyderabad,16.7,45,0,75,158.28,3.77,8.39,Q3
Death last 5,Shivang Kumar,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,19.6,1,4,4,158.63,2.41,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-02,1527679,1,Sunrisers Hyderabad,Kolkata Knight Riders,19.7,2,0,4,158.63,0.83,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-05,1527683,1,Sunrisers Hyderabad,Lucknow Super Giants,18.3,3,0,4,158.63,-0.76,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-05,1527683,1,Sunrisers Hyderabad,Lucknow Super Giants,18.4,4,1,5,158.63,-1.35,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-05,1527683,1,Sunrisers Hyderabad,Lucknow Super Giants,19.2,5,4,9,158.63,1.07,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-05,1527683,1,Sunrisers Hyderabad,Lucknow Super Giants,19.3,6,0,9,158.63,-0.52,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,18.2,7,0,9,158.63,-2.1,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,18.3,8,0,9,158.63,-3.69,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,18.5,9,0,9,158.63,-5.28,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,18.6,10,6,15,158.63,-0.86,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,18.7,11,1,16,158.63,-1.45,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,19.1,12,1,17,158.63,-2.04,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,19.3,13,4,21,158.63,0.38,-8.63,Q2
Death last 5,Shivang Kumar,2026-04-18,1529270,1,Sunrisers Hyderabad,Chennai Super Kings,19.4,14,0,21,158.63,-1.21,-8.63,Q2
Death last 5,Shreyas Iyer,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,15.1,1,4,4,157.76,2.42,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,15.2,2,1,5,157.76,1.84,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,15.6,3,1,6,157.76,1.27,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,16.1,4,4,10,157.76,3.69,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,16.2,5,0,10,157.76,2.11,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,16.3,6,0,10,157.76,0.53,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,16.4,7,4,14,157.76,2.96,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,16.5,8,0,14,157.76,1.38,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,16.6,9,0,14,157.76,-0.2,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-03,1527680,2,Punjab Kings,Chennai Super Kings,16.7,10,0,14,157.76,-1.78,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,15.4,11,4,18,157.76,0.65,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,15.5,12,6,24,157.76,5.07,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,15.6,13,0,24,157.76,3.49,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,15.7,14,6,30,157.76,7.91,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,16.3,15,1,31,157.76,7.34,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,16.5,16,1,32,157.76,6.76,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,17.2,17,1,33,157.76,6.18,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,17.4,18,4,37,157.76,8.6,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,17.5,19,1,38,157.76,8.02,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,18.1,20,1,39,157.76,7.45,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-11,1527690,2,Punjab Kings,Sunrisers Hyderabad,18.3,21,1,40,157.76,6.87,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-16,1529267,2,Punjab Kings,Mumbai Indians,15.1,22,6,46,157.76,11.29,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-16,1529267,2,Punjab Kings,Mumbai Indians,15.2,23,6,52,157.76,15.71,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-16,1529267,2,Punjab Kings,Mumbai Indians,15.3,24,0,52,157.76,14.14,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-19,1529272,1,Punjab Kings,Lucknow Super Giants,15.1,25,0,52,157.76,12.56,42.24,Q4 highest
Death last 5,Shreyas Iyer,2026-04-19,1529272,1,Punjab Kings,Lucknow Super Giants,15.2,26,0,52,157.76,10.98,42.24,Q4 highest
Death last 5,Shubman Gill,2026-04-08,1527687,1,Gujarat Titans,Delhi Capitals,15.1,1,1,1,158.62,-0.59,-5.67,Q2
Death last 5,Shubman Gill,2026-04-08,1527687,1,Gujarat Titans,Delhi Capitals,15.3,2,4,5,158.62,1.83,-5.67,Q2
Death last 5,Shubman Gill,2026-04-08,1527687,1,Gujarat Titans,Delhi Capitals,15.4,3,0,5,158.62,0.24,-5.67,Q2
Death last 5,Shubman Gill,2026-04-08,1527687,1,Gujarat Titans,Delhi Capitals,15.5,4,1,6,158.62,-0.34,-5.67,Q2
Death last 5,Shubman Gill,2026-04-08,1527687,1,Gujarat Titans,Delhi Capitals,16.1,5,6,12,158.62,4.07,-5.67,Q2
